Item,Source,FieldID,BinaryID,RoiID,ObjID,ND.T,ND.M,ND.Z,Class,Area,EqDiameter,Length,Width,MaxFeret,MinFeret,MaxFeret90,Circularity,MeanIntensity,MeanRatio,MeanCa2+,MeanCorrFRET,MeanFRETEff,MeanTitration,Sample,DateCollected,Population,Temperature,pH
61,Frozen,3,Threshold,N/A,122,N/A,N/A,N/A,,11050.56,118.62,125.79,87.85,125.79,113.21,123.81,0.82,34.16,N/A,N/A,N/A,N/A,N/A,482,5/20/17,Oyster Bay C1,10,ambient
62,Frozen,3,Threshold,N/A,131,N/A,N/A,N/A,,11001.6,118.35,126.58,86.91,126.58,112.36,113.43,0.927,46.52,N/A,N/A,N/A,N/A,N/A,482,5/20/17,Oyster Bay C1,10,ambient
63,Frozen,3,Threshold,N/A,168,N/A,N/A,N/A,,11285.28,119.87,126.46,89.24,126.46,115.2,116.38,0.838,41.11,N/A,N/A,N/A,N/A,N/A,482,5/20/17,Oyster Bay C1,10,ambient
64,Frozen,3,Threshold,N/A,219,N/A,N/A,N/A,,10955.52,118.11,126.85,86.36,126.85,111.07,111.68,0.895,32.06,N/A,N/A,N/A,N/A,N/A,482,5/20/17,Oyster Bay C1,10,ambient
65,Frozen,3,Threshold,N/A,262,N/A,N/A,N/A,,10124.64,113.54,119.58,84.67,119.58,109.2,112.21,0.943,39.03,N/A,N/A,N/A,N/A,N/A,482,5/20/17,Oyster Bay C1,10,ambient
66,Frozen,3,Threshold,N/A,281,N/A,N/A,N/A,,11466.72,120.83,140.15,81.82,140.15,113.19,113.35,0.788,39.43,N/A,N/A,N/A,N/A,N/A,482,5/20/17,Oyster Bay C1,10,ambient
67,Frozen,3,Threshold,N/A,311,N/A,N/A,N/A,,11266.56,119.77,127.33,88.48,127.33,115.38,115.39,0.925,29.76,N/A,N/A,N/A,N/A,N/A,482,5/20/17,Oyster Bay C1,10,ambient
68,Frozen,3,Threshold,N/A,318,N/A,N/A,N/A,,10722.24,116.84,124.15,86.37,124.15,113.25,113.82,0.855,37.64,N/A,N/A,N/A,N/A,N/A,482,5/20/17,Oyster Bay C1,10,ambient
69,Frozen,3,Threshold,N/A,324,N/A,N/A,N/A,,10850.4,117.54,126.82,85.56,126.82,113.03,115.39,0.896,38.3,N/A,N/A,N/A,N/A,N/A,482,5/20/17,Oyster Bay C1,10,ambient
70,Frozen,3,Threshold,N/A,340,N/A,N/A,N/A,,10967.04,118.17,126.28,86.85,126.28,113.13,116.44,0.924,45.91,N/A,N/A,N/A,N/A,N/A,482,5/20/17,Oyster Bay C1,10,ambient
71,Frozen,3,Threshold,N/A,346,N/A,N/A,N/A,,10594.08,116.14,122.02,86.83,122.02,111.72,113.52,0.94,69.69,N/A,N/A,N/A,N/A,N/A,482,5/20/17,Oyster Bay C1,10,ambient
72,Frozen,3,Threshold,N/A,372,N/A,N/A,N/A,,9152.64,107.95,124.02,73.8,124.02,99.41,104.7,0.873,27.44,N/A,N/A,N/A,N/A,N/A,482,5/20/17,Oyster Bay C1,10,ambient
73,Frozen,3,Threshold,N/A,373,N/A,N/A,N/A,,10735.2,116.91,124.73,86.07,124.73,106.8,119.62,0.898,41.71,N/A,N/A,N/A,N/A,N/A,482,5/20/17,Oyster Bay C1,10,ambient
1,Frozen,5,Threshold (2),N/A,6,N/A,N/A,N/A,,5899.68,86.67,118.91,49.61,121.17,62.4,70.81,0.653,43.53,N/A,N/A,N/A,N/A,N/A,461,5/26/17,Fidalgo Bay,6,ambient
2,Frozen,5,Threshold (2),N/A,7,N/A,N/A,N/A,,11351.52,120.22,132.13,85.91,132.13,105.6,116.32,0.925,41.86,N/A,N/A,N/A,N/A,N/A,461,5/26/17,Fidalgo Bay,6,ambient
3,Frozen,5,Threshold (2),N/A,13,N/A,N/A,N/A,,8697.6,105.23,153.47,56.67,128.88,81.6,102.31,0.619,49.07,N/A,N/A,N/A,N/A,N/A,461,5/26/17,Fidalgo Bay,6,ambient
4,Frozen,5,Threshold (2),N/A,15,N/A,N/A,N/A,,11481.12,120.91,128.44,89.39,128.44,114.9,116.99,0.927,49.97,N/A,N/A,N/A,N/A,N/A,461,5/26/17,Fidalgo Bay,6,ambient
5,Frozen,5,Threshold (2),N/A,17,N/A,N/A,N/A,,12509.28,126.2,134.15,93.25,134.15,120.7,123.44,0.89,58.35,N/A,N/A,N/A,N/A,N/A,461,5/26/17,Fidalgo Bay,6,ambient
6,Frozen,5,Threshold (2),N/A,18,N/A,N/A,N/A,,10117.44,113.5,122.71,82.45,122.71,105.48,108.94,0.888,35.59,N/A,N/A,N/A,N/A,N/A,461,5/26/17,Fidalgo Bay,6,ambient
7,Frozen,5,Threshold (2),N/A,19,N/A,N/A,N/A,,11712.96,122.12,130.99,89.42,130.99,115.2,118.77,0.933,59.94,N/A,N/A,N/A,N/A,N/A,461,5/26/17,Fidalgo Bay,6,ambient
8,Frozen,5,Threshold (2),N/A,20,N/A,N/A,N/A,,9982.08,112.74,127.9,78.05,127.9,102.59,103.89,0.894,58.96,N/A,N/A,N/A,N/A,N/A,461,5/26/17,Fidalgo Bay,6,ambient
9,Frozen,5,Threshold (2),N/A,21,N/A,N/A,N/A,,9928.8,112.44,123.44,80.44,123.44,105.58,106.77,0.886,46.96,N/A,N/A,N/A,N/A,N/A,461,5/26/17,Fidalgo Bay,6,ambient
10,Frozen,5,Threshold (2),N/A,23,N/A,N/A,N/A,,8838.72,106.08,128.62,68.72,128.62,92.8,93.35,0.867,28.19,N/A,N/A,N/A,N/A,N/A,461,5/26/17,Fidalgo Bay,6,ambient
11,Frozen,5,Threshold (2),N/A,24,N/A,N/A,N/A,,10344.96,114.77,124.13,83.34,124.13,110.31,110.46,0.896,50.3,N/A,N/A,N/A,N/A,N/A,461,5/26/17,Fidalgo Bay,6,ambient
12,Frozen,5,Threshold (2),N/A,25,N/A,N/A,N/A,,12742.56,127.37,135.62,93.96,135.62,121.36,122.35,0.932,48.77,N/A,N/A,N/A,N/A,N/A,461,5/26/17,Fidalgo Bay,6,ambient
13,Frozen,5,Threshold (2),N/A,26,N/A,N/A,N/A,,11721.6,122.17,129.41,90.58,129.41,117.41,118.1,0.94,45.71,N/A,N/A,N/A,N/A,N/A,461,5/26/17,Fidalgo Bay,6,ambient
14,Frozen,5,Threshold (2),N/A,27,N/A,N/A,N/A,,10892.16,117.76,128.88,84.52,128.88,110.4,115.44,0.892,66.19,N/A,N/A,N/A,N/A,N/A,461,5/26/17,Fidalgo Bay,6,ambient
15,Frozen,5,Threshold (2),N/A,29,N/A,N/A,N/A,,12782.88,127.58,135.67,94.22,135.67,122.22,122.61,0.934,42.12,N/A,N/A,N/A,N/A,N/A,461,5/26/17,Fidalgo Bay,6,ambient
16,Frozen,5,Threshold (2),N/A,31,N/A,N/A,N/A,,11662.56,121.86,137.51,84.81,137.51,112.8,115.58,0.895,66.98,N/A,N/A,N/A,N/A,N/A,461,5/26/17,Fidalgo Bay,6,ambient
17,Frozen,5,Threshold (2),N/A,33,N/A,N/A,N/A,,11479.68,120.9,127.45,90.07,127.45,115.98,116.15,0.907,57.79,N/A,N/A,N/A,N/A,N/A,461,5/26/17,Fidalgo Bay,6,ambient
18,Frozen,5,Threshold (2),N/A,34,N/A,N/A,N/A,,11365.92,120.3,129.25,87.94,129.25,113.4,113.4,0.925,63.12,N/A,N/A,N/A,N/A,N/A,461,5/26/17,Fidalgo Bay,6,ambient
19,Frozen,5,Threshold (2),N/A,39,N/A,N/A,N/A,,9858.24,112.04,127.06,77.59,127.06,101.29,101.44,0.923,30.89,N/A,N/A,N/A,N/A,N/A,461,5/26/17,Fidalgo Bay,6,ambient
20,Frozen,5,Threshold (2),N/A,40,N/A,N/A,N/A,,11197.44,119.4,129.41,86.53,129.41,115.02,115.56,0.901,39.96,N/A,N/A,N/A,N/A,N/A,461,5/26/17,Fidalgo Bay,6,ambient
21,Frozen,5,Threshold (2),N/A,41,N/A,N/A,N/A,,11316.96,120.04,128.7,87.93,128.7,112.8,115.38,0.942,42.42,N/A,N/A,N/A,N/A,N/A,461,5/26/17,Fidalgo Bay,6,ambient
22,Frozen,5,Threshold (2),N/A,42,N/A,N/A,N/A,,12170.88,124.48,132.57,91.81,132.57,118.76,120.58,0.927,44.48,N/A,N/A,N/A,N/A,N/A,461,5/26/17,Fidalgo Bay,6,ambient
23,Frozen,5,Threshold (2),N/A,43,N/A,N/A,N/A,,11936.16,123.28,131.08,91.06,131.08,116.89,118.25,0.927,39.12,N/A,N/A,N/A,N/A,N/A,461,5/26/17,Fidalgo Bay,6,ambient
24,Frozen,5,Threshold (2),N/A,44,N/A,N/A,N/A,,11580.48,121.43,134.56,86.06,134.56,115.4,116.17,0.854,54.57,N/A,N/A,N/A,N/A,N/A,461,5/26/17,Fidalgo Bay,6,ambient
25,Frozen,5,Threshold (2),N/A,45,N/A,N/A,N/A,,11276.64,119.82,126.28,89.3,126.28,116.09,120.85,0.924,29.85,N/A,N/A,N/A,N/A,N/A,461,5/26/17,Fidalgo Bay,6,ambient
26,Frozen,5,Threshold (2),N/A,46,N/A,N/A,N/A,,8344.8,103.08,125.38,66.55,129.69,88.5,88.95,0.712,31.47,N/A,N/A,N/A,N/A,N/A,461,5/26/17,Fidalgo Bay,6,ambient
27,Frozen,5,Threshold (2),N/A,47,N/A,N/A,N/A,,10360.8,114.86,123.1,84.17,123.1,108,111.38,0.924,54.75,N/A,N/A,N/A,N/A,N/A,461,5/26/17,Fidalgo Bay,6,ambient
28,Frozen,5,Threshold (2),N/A,50,N/A,N/A,N/A,,11416.32,120.56,128.21,89.04,128.21,115.24,119.97,0.896,48.56,N/A,N/A,N/A,N/A,N/A,461,5/26/17,Fidalgo Bay,6,ambient
29,Frozen,5,Threshold (2),N/A,54,N/A,N/A,N/A,,8817.12,105.95,129.29,68.19,129.29,91.37,92.31,0.853,30.4,N/A,N/A,N/A,N/A,N/A,461,5/26/17,Fidalgo Bay,6,ambient
30,Frozen,5,Threshold (2),N/A,55,N/A,N/A,N/A,,10768.32,117.09,124.74,86.33,124.74,110.81,116.59,0.915,70.61,N/A,N/A,N/A,N/A,N/A,461,5/26/17,Fidalgo Bay,6,ambient
31,Frozen,5,Threshold (2),N/A,59,N/A,N/A,N/A,,11666.88,121.88,130.68,89.28,130.68,115.37,117.46,0.91,44.99,N/A,N/A,N/A,N/A,N/A,461,5/26/17,Fidalgo Bay,6,ambient
32,Frozen,5,Threshold (2),N/A,60,N/A,N/A,N/A,,9957.6,112.6,123.6,80.56,123.6,108.55,111.12,0.887,55.56,N/A,N/A,N/A,N/A,N/A,461,5/26/17,Fidalgo Bay,6,ambient
33,Frozen,5,Threshold (2),N/A,62,N/A,N/A,N/A,,12235.68,124.82,132.05,92.66,132.05,117.17,121.6,0.899,47.14,N/A,N/A,N/A,N/A,N/A,461,5/26/17,Fidalgo Bay,6,ambient
34,Frozen,5,Threshold (2),N/A,63,N/A,N/A,N/A,,10824.48,117.4,128.65,84.14,128.65,108.26,110.55,0.909,43.22,N/A,N/A,N/A,N/A,N/A,461,5/26/17,Fidalgo Bay,6,ambient
35,Frozen,5,Threshold (2),N/A,66,N/A,N/A,N/A,,11198.88,119.41,126.24,88.71,126.24,115.2,120.99,0.918,35.55,N/A,N/A,N/A,N/A,N/A,461,5/26/17,Fidalgo Bay,6,ambient
36,Frozen,5,Threshold (2),N/A,69,N/A,N/A,N/A,,10851.84,117.55,125.82,86.25,125.82,112,113.53,0.899,33.35,N/A,N/A,N/A,N/A,N/A,461,5/26/17,Fidalgo Bay,6,ambient
37,Frozen,5,Threshold (2),N/A,72,N/A,N/A,N/A,,11118.24,118.98,127.58,87.14,127.58,114.11,115.45,0.887,59.25,N/A,N/A,N/A,N/A,N/A,461,5/26/17,Fidalgo Bay,6,ambient
38,Frozen,5,Threshold (2),N/A,73,N/A,N/A,N/A,,12083.04,124.03,131.25,92.06,131.25,118.51,120.37,0.922,53.83,N/A,N/A,N/A,N/A,N/A,461,5/26/17,Fidalgo Bay,6,ambient
39,Frozen,5,Threshold (2),N/A,74,N/A,N/A,N/A,,12209.76,124.68,132.67,92.03,132.67,119.8,120.22,0.891,42.56,N/A,N/A,N/A,N/A,N/A,461,5/26/17,Fidalgo Bay,6,ambient
40,Frozen,5,Threshold (2),N/A,75,N/A,N/A,N/A,,12176.64,124.51,131.55,92.57,131.55,118.89,120.84,0.925,37.2,N/A,N/A,N/A,N/A,N/A,461,5/26/17,Fidalgo Bay,6,ambient
41,Frozen,5,Threshold (2),N/A,76,N/A,N/A,N/A,,9686.88,111.06,147.53,65.66,126.67,93.6,101.02,0.67,43.51,N/A,N/A,N/A,N/A,N/A,461,5/26/17,Fidalgo Bay,6,ambient
42,Frozen,5,Threshold (2),N/A,77,N/A,N/A,N/A,,11675.52,121.93,131.4,88.85,131.4,117.6,118.75,0.883,39.91,N/A,N/A,N/A,N/A,N/A,461,5/26/17,Fidalgo Bay,6,ambient
43,Frozen,5,Threshold (2),N/A,78,N/A,N/A,N/A,,11512.8,121.07,129.33,89.02,129.33,114.79,120.02,0.894,52.39,N/A,N/A,N/A,N/A,N/A,461,5/26/17,Fidalgo Bay,6,ambient
44,Frozen,5,Threshold (2),N/A,79,N/A,N/A,N/A,,12525.12,126.28,134.37,93.21,134.37,120.84,122.56,0.893,47.52,N/A,N/A,N/A,N/A,N/A,461,5/26/17,Fidalgo Bay,6,ambient
45,Frozen,5,Threshold (2),N/A,81,N/A,N/A,N/A,,11329.92,120.11,132.05,85.8,132.05,112.66,113.89,0.886,35.46,N/A,N/A,N/A,N/A,N/A,461,5/26/17,Fidalgo Bay,6,ambient
46,Frozen,5,Threshold (2),N/A,82,N/A,N/A,N/A,,10356.48,114.83,124.72,83.04,124.72,108,114.4,0.838,41.57,N/A,N/A,N/A,N/A,N/A,461,5/26/17,Fidalgo Bay,6,ambient
47,Frozen,6,Threshold,N/A,1,N/A,N/A,N/A,,11308.32,119.99,128.88,87.74,128.88,115.2,117.38,0.904,50.57,N/A,N/A,N/A,N/A,N/A,461,5/26/17,Fidalgo Bay,6,ambient
48,Frozen,6,Threshold,N/A,3,N/A,N/A,N/A,,11187.36,119.35,128.88,86.81,128.88,111.51,115.92,0.92,65.11,N/A,N/A,N/A,N/A,N/A,461,5/26/17,Fidalgo Bay,6,ambient
49,Frozen,6,Threshold,N/A,6,N/A,N/A,N/A,,12110.4,124.18,133.28,90.86,133.28,116.4,118.61,0.928,41.56,N/A,N/A,N/A,N/A,N/A,461,5/26/17,Fidalgo Bay,6,ambient
50,Frozen,6,Threshold,N/A,7,N/A,N/A,N/A,,11319.84,120.05,125.37,90.29,125.37,114.07,123.24,0.838,46.15,N/A,N/A,N/A,N/A,N/A,461,5/26/17,Fidalgo Bay,6,ambient
51,Frozen,6,Threshold,N/A,8,N/A,N/A,N/A,,10671.84,116.57,124.7,85.58,124.7,110.14,112.25,0.931,43.99,N/A,N/A,N/A,N/A,N/A,461,5/26/17,Fidalgo Bay,6,ambient
52,Frozen,6,Threshold,N/A,9,N/A,N/A,N/A,,11115.36,118.96,126.57,87.82,126.57,112.88,114.82,0.935,60.02,N/A,N/A,N/A,N/A,N/A,461,5/26/17,Fidalgo Bay,6,ambient
53,Frozen,6,Threshold,N/A,10,N/A,N/A,N/A,,12133.44,124.29,132.46,91.6,132.46,117.97,119.08,0.921,40.79,N/A,N/A,N/A,N/A,N/A,461,5/26/17,Fidalgo Bay,6,ambient
54,Frozen,6,Threshold,N/A,11,N/A,N/A,N/A,,11894.4,123.06,133.95,88.8,133.95,116.61,117.51,0.887,62.35,N/A,N/A,N/A,N/A,N/A,461,5/26/17,Fidalgo Bay,6,ambient
55,Frozen,6,Threshold,N/A,12,N/A,N/A,N/A,,11838.24,122.77,130.26,90.88,130.26,116.08,118.98,0.94,62.79,N/A,N/A,N/A,N/A,N/A,461,5/26/17,Fidalgo Bay,6,ambient
56,Frozen,6,Threshold,N/A,14,N/A,N/A,N/A,,11772,122.43,132.54,88.82,132.54,113.46,118.94,0.918,57.16,N/A,N/A,N/A,N/A,N/A,461,5/26/17,Fidalgo Bay,6,ambient
57,Frozen,6,Threshold,N/A,15,N/A,N/A,N/A,,12667.68,127,135.18,93.71,135.18,120.84,123.22,0.91,44.22,N/A,N/A,N/A,N/A,N/A,461,5/26/17,Fidalgo Bay,6,ambient
58,Frozen,6,Threshold,N/A,19,N/A,N/A,N/A,,12015.36,123.69,132.92,90.39,132.92,116.74,118.88,0.925,37.24,N/A,N/A,N/A,N/A,N/A,461,5/26/17,Fidalgo Bay,6,ambient
59,Frozen,6,Threshold,N/A,20,N/A,N/A,N/A,,11990.88,123.56,131.01,91.52,131.01,118.24,119.5,0.922,34.53,N/A,N/A,N/A,N/A,N/A,461,5/26/17,Fidalgo Bay,6,ambient
60,Frozen,6,Threshold,N/A,21,N/A,N/A,N/A,,11492.64,120.97,129.01,89.09,129.01,115.76,116.55,0.929,50.64,N/A,N/A,N/A,N/A,N/A,461,5/26/17,Fidalgo Bay,6,ambient
61,Frozen,6,Threshold,N/A,22,N/A,N/A,N/A,,12529.44,126.31,134.42,93.21,134.42,119.44,121.98,0.919,56.66,N/A,N/A,N/A,N/A,N/A,461,5/26/17,Fidalgo Bay,6,ambient
62,Frozen,6,Threshold,N/A,24,N/A,N/A,N/A,,10549.44,115.9,126.34,83.5,126.34,108,109.8,0.919,37.82,N/A,N/A,N/A,N/A,N/A,461,5/26/17,Fidalgo Bay,6,ambient
63,Frozen,6,Threshold,N/A,25,N/A,N/A,N/A,,12643.2,126.88,135.01,93.65,135.01,122.14,123.24,0.927,37.35,N/A,N/A,N/A,N/A,N/A,461,5/26/17,Fidalgo Bay,6,ambient
64,Frozen,6,Threshold,N/A,26,N/A,N/A,N/A,,12235.68,124.82,133.72,91.5,133.72,118.36,120.69,0.93,37.42,N/A,N/A,N/A,N/A,N/A,461,5/26/17,Fidalgo Bay,6,ambient
65,Frozen,6,Threshold,N/A,27,N/A,N/A,N/A,,12062.88,123.93,133.28,90.51,133.28,116.4,119.91,0.933,40.6,N/A,N/A,N/A,N/A,N/A,461,5/26/17,Fidalgo Bay,6,ambient
66,Frozen,6,Threshold,N/A,31,N/A,N/A,N/A,,11558.88,121.31,128.83,89.72,128.83,115.37,117.41,0.935,41.9,N/A,N/A,N/A,N/A,N/A,461,5/26/17,Fidalgo Bay,6,ambient
67,Frozen,6,Threshold,N/A,33,N/A,N/A,N/A,,11331.36,120.11,127.12,89.14,127.12,114,116.47,0.913,38.83,N/A,N/A,N/A,N/A,N/A,461,5/26/17,Fidalgo Bay,6,ambient
68,Frozen,6,Threshold,N/A,34,N/A,N/A,N/A,,12188.16,124.57,133.95,90.99,133.95,118.2,120.77,0.924,59.36,N/A,N/A,N/A,N/A,N/A,461,5/26/17,Fidalgo Bay,6,ambient
69,Frozen,6,Threshold,N/A,35,N/A,N/A,N/A,,11782.08,122.48,130.99,89.94,130.99,115.6,117.34,0.921,63.01,N/A,N/A,N/A,N/A,N/A,461,5/26/17,Fidalgo Bay,6,ambient
70,Frozen,6,Threshold,N/A,40,N/A,N/A,N/A,,10474.56,115.48,123.73,84.66,123.73,111.16,113.54,0.91,50.38,N/A,N/A,N/A,N/A,N/A,461,5/26/17,Fidalgo Bay,6,ambient
71,Frozen,6,Threshold,N/A,41,N/A,N/A,N/A,,11985.12,123.53,132.57,90.41,132.57,114.98,117.7,0.95,44.11,N/A,N/A,N/A,N/A,N/A,461,5/26/17,Fidalgo Bay,6,ambient
72,Frozen,6,Threshold,N/A,45,N/A,N/A,N/A,,11417.76,120.57,127.83,89.32,127.83,114.76,115.71,0.937,62.51,N/A,N/A,N/A,N/A,N/A,461,5/26/17,Fidalgo Bay,6,ambient
73,Frozen,6,Threshold,N/A,46,N/A,N/A,N/A,,12653.28,126.93,134.75,93.9,134.75,120,122.62,0.949,37.51,N/A,N/A,N/A,N/A,N/A,461,5/26/17,Fidalgo Bay,6,ambient
74,Frozen,6,Threshold,N/A,47,N/A,N/A,N/A,,11442.24,120.7,128.37,89.13,128.37,115.07,115.87,0.941,35.15,N/A,N/A,N/A,N/A,N/A,461,5/26/17,Fidalgo Bay,6,ambient
75,Frozen,6,Threshold,N/A,49,N/A,N/A,N/A,,11856.96,122.87,132.92,89.2,132.92,117.15,118.83,0.882,41.01,N/A,N/A,N/A,N/A,N/A,461,5/26/17,Fidalgo Bay,6,ambient
76,Frozen,6,Threshold,N/A,55,N/A,N/A,N/A,,12129.12,124.27,132.67,91.42,132.67,117.6,118.09,0.95,56.14,N/A,N/A,N/A,N/A,N/A,461,5/26/17,Fidalgo Bay,6,ambient
77,Frozen,6,Threshold,N/A,57,N/A,N/A,N/A,,11643.84,121.76,129.28,90.07,129.28,118.23,119.14,0.852,39.82,N/A,N/A,N/A,N/A,N/A,461,5/26/17,Fidalgo Bay,6,ambient
78,Frozen,6,Threshold,N/A,58,N/A,N/A,N/A,,10596.96,116.16,123.77,85.62,123.77,112.01,113.95,0.909,63.9,N/A,N/A,N/A,N/A,N/A,461,5/26/17,Fidalgo Bay,6,ambient
79,Frozen,6,Threshold,N/A,68,N/A,N/A,N/A,,10748.16,116.98,127.76,84.13,127.76,107.99,111.8,0.91,63.44,N/A,N/A,N/A,N/A,N/A,461,5/26/17,Fidalgo Bay,6,ambient
80,Frozen,6,Threshold,N/A,70,N/A,N/A,N/A,,10913.76,117.88,126.67,86.16,126.67,110.4,112.91,0.93,68.46,N/A,N/A,N/A,N/A,N/A,461,5/26/17,Fidalgo Bay,6,ambient
81,Frozen,6,Threshold,N/A,71,N/A,N/A,N/A,,12019.68,123.71,133.92,89.75,133.92,110.4,118.02,0.951,35.8,N/A,N/A,N/A,N/A,N/A,461,5/26/17,Fidalgo Bay,6,ambient
82,Frozen,6,Threshold,N/A,72,N/A,N/A,N/A,,5971.68,87.2,89.67,66.6,121.34,62.4,71.78,0.768,37.61,N/A,N/A,N/A,N/A,N/A,461,5/26/17,Fidalgo Bay,6,ambient
2,Frozen,1,Threshold,N/A,5,N/A,N/A,N/A,,9745.92,111.4,118.9,81.97,118.9,108,110.85,0.841,57.09,N/A,N/A,N/A,N/A,N/A,552,6/3/17,Oyster Bay C2,6,ambient
3,Frozen,1,Threshold,N/A,9,N/A,N/A,N/A,,11895.84,123.07,131.2,90.67,131.2,115.55,119.84,0.919,71.34,N/A,N/A,N/A,N/A,N/A,552,6/3/17,Oyster Bay C2,6,ambient
4,Frozen,1,Threshold,N/A,13,N/A,N/A,N/A,,10906.56,117.84,124.75,87.43,124.75,111.31,115.33,0.926,36.19,N/A,N/A,N/A,N/A,N/A,552,6/3/17,Oyster Bay C2,6,ambient
5,Frozen,1,Threshold,N/A,20,N/A,N/A,N/A,,10016.64,112.93,127.45,78.59,127.45,105.29,106.63,0.825,38.34,N/A,N/A,N/A,N/A,N/A,552,6/3/17,Oyster Bay C2,6,ambient
6,Frozen,1,Threshold,N/A,24,N/A,N/A,N/A,,11556,121.3,128.69,89.79,128.69,114.55,117.79,0.94,41.41,N/A,N/A,N/A,N/A,N/A,552,6/3/17,Oyster Bay C2,6,ambient
7,Frozen,1,Threshold,N/A,33,N/A,N/A,N/A,,11243.52,119.65,130.25,86.32,130.25,114.18,114.92,0.898,38.53,N/A,N/A,N/A,N/A,N/A,552,6/3/17,Oyster Bay C2,6,ambient
8,Frozen,1,Threshold,N/A,35,N/A,N/A,N/A,,11184.48,119.33,155.6,71.88,140.07,115.56,115.77,0.679,41,N/A,N/A,N/A,N/A,N/A,552,6/3/17,Oyster Bay C2,6,ambient
9,Frozen,1,Threshold,N/A,37,N/A,N/A,N/A,,10946.88,118.06,124.31,88.06,124.31,112.89,114.69,0.93,44.76,N/A,N/A,N/A,N/A,N/A,552,6/3/17,Oyster Bay C2,6,ambient
10,Frozen,1,Threshold,N/A,39,N/A,N/A,N/A,,11522.88,121.13,129.47,89,129.47,118.66,122.34,0.818,40.97,N/A,N/A,N/A,N/A,N/A,552,6/3/17,Oyster Bay C2,6,ambient
11,Frozen,1,Threshold,N/A,46,N/A,N/A,N/A,,10061.28,113.18,120.04,83.81,120.04,106.8,112.96,0.875,61.96,N/A,N/A,N/A,N/A,N/A,552,6/3/17,Oyster Bay C2,6,ambient
12,Frozen,1,Threshold,N/A,48,N/A,N/A,N/A,,11008.8,118.39,126,87.37,126,114.05,114.24,0.895,36.53,N/A,N/A,N/A,N/A,N/A,552,6/3/17,Oyster Bay C2,6,ambient
13,Frozen,1,Threshold,N/A,54,N/A,N/A,N/A,,11832.48,122.74,130.38,90.76,130.38,118.3,118.67,0.9,56.58,N/A,N/A,N/A,N/A,N/A,552,6/3/17,Oyster Bay C2,6,ambient
14,Frozen,1,Threshold,N/A,62,N/A,N/A,N/A,,10861.92,117.6,124.37,87.33,124.37,111.71,116.71,0.923,43.03,N/A,N/A,N/A,N/A,N/A,552,6/3/17,Oyster Bay C2,6,ambient
16,Frozen,1,Threshold,N/A,67,N/A,N/A,N/A,,11057.76,118.66,144.65,76.45,126.97,117.46,123.68,0.711,45.63,N/A,N/A,N/A,N/A,N/A,552,6/3/17,Oyster Bay C2,6,ambient
17,Frozen,1,Threshold,N/A,69,N/A,N/A,N/A,,10687.68,116.65,122.82,87.02,122.82,111.3,113.57,0.939,45.58,N/A,N/A,N/A,N/A,N/A,552,6/3/17,Oyster Bay C2,6,ambient
18,Frozen,1,Threshold,N/A,72,N/A,N/A,N/A,,10640.16,116.39,124.35,85.57,124.35,112.08,114.08,0.949,41.73,N/A,N/A,N/A,N/A,N/A,552,6/3/17,Oyster Bay C2,6,ambient
19,Frozen,1,Threshold,N/A,82,N/A,N/A,N/A,,9482.4,109.88,121.49,78.05,121.49,103.33,104.19,0.913,38.77,N/A,N/A,N/A,N/A,N/A,552,6/3/17,Oyster Bay C2,6,ambient
20,Frozen,1,Threshold,N/A,95,N/A,N/A,N/A,,8915.04,106.54,112.34,79.35,112.34,102.67,103.29,0.934,44.83,N/A,N/A,N/A,N/A,N/A,552,6/3/17,Oyster Bay C2,6,ambient
21,Frozen,1,Threshold,N/A,97,N/A,N/A,N/A,,11265.12,119.76,126.38,89.14,126.38,114.58,117.3,0.929,41.73,N/A,N/A,N/A,N/A,N/A,552,6/3/17,Oyster Bay C2,6,ambient
22,Frozen,1,Threshold,N/A,116,N/A,N/A,N/A,,9233.28,108.43,118.97,77.61,118.97,100.8,102.58,0.932,52.69,N/A,N/A,N/A,N/A,N/A,552,6/3/17,Oyster Bay C2,6,ambient
23,Frozen,1,Threshold,N/A,117,N/A,N/A,N/A,,11152.8,119.16,138.25,80.67,138.25,113.41,115.65,0.824,56.72,N/A,N/A,N/A,N/A,N/A,552,6/3/17,Oyster Bay C2,6,ambient
24,Frozen,1,Threshold,N/A,121,N/A,N/A,N/A,,12055.68,123.89,147.41,81.78,138.27,116.75,123.92,0.721,58.62,N/A,N/A,N/A,N/A,N/A,552,6/3/17,Oyster Bay C2,6,ambient
25,Frozen,1,Threshold,N/A,122,N/A,N/A,N/A,,10294.56,114.49,120.82,85.21,120.82,113.94,116.77,0.886,43.55,N/A,N/A,N/A,N/A,N/A,552,6/3/17,Oyster Bay C2,6,ambient
26,Frozen,1,Threshold,N/A,135,N/A,N/A,N/A,,10290.24,114.46,121.87,84.43,121.87,107.73,108.68,0.936,54.43,N/A,N/A,N/A,N/A,N/A,552,6/3/17,Oyster Bay C2,6,ambient
27,Frozen,1,Threshold,N/A,141,N/A,N/A,N/A,,10768.32,117.09,143.66,74.95,143.66,107.42,108.1,0.797,36.89,N/A,N/A,N/A,N/A,N/A,552,6/3/17,Oyster Bay C2,6,ambient
